txId,location,source,message,type,lineNumber
589,US,list3,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,metadata,589
590,Mex,list1,　,metadata,590
591,US,list3,｀ｨ(´∀｀∩,other,591
592,US,list2,울란바토르,other,592
593,US,list1,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,other,593
594,US,list3,¡™£¢∞§¶•ªº–≠,other,594
595,Mex,list2,(╯°□°）╯︵ ┻━┻)  ,metadata,595
596,Other,list1,-1E+02,metadata,596
597,Other,list1,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,other,597
598,Mex,list3,-1E+02,metadata,598
599,Mex,list3,'',other,599
600,Other,list2,-1E2,metadata,600
601,Mex,list3,!@#$%^&*(),other,601
602,Mex,list1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",other,602
603,US,list2,"""",metadata,603
604,Other,list2,١٢٣,metadata,604
605,Mex,list1,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,other,605
606,US,list2,/dev/null; touch /tmp/blns.fail ; echo,other,606
607,US,list2,$1.00,other,607
608,US,list1,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,other,608
609,Mex,list1,0/0,metadata,609
610,Other,list2,1;DROP TABLE users,metadata,610
611,Mex,list2,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,metadata,611
612,Other,list3,null,metadata,612
613,Other,list3,-$1.00,other,613
614,US,list2,<script>alert('hi')</script>,other,614
615,US,list3,¡™£¢∞§¶•ªº–≠,other,615
616,Mex,list1,œ∑´®†¥¨ˆøπ“‘,other,616
617,Other,list1,﻿,metadata,617
618,Other,list1,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,metadata,618
619,Mex,list1,・(￣∀￣)・:*:,metadata,619
620,Other,list1,⁦test⁧,metadata,620
621,Other,list3,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,metadata,621
622,Mex,list2,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,metadata,622
623,US,list1,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,metadata,623
624,Other,list2,パーティーへ行かないか,other,624
625,Mex,list3,() { 0; }; touch /tmp/blns.shellshock1.fail;,other,625
626,US,list2,0/0,other,626
627,Other,list2,😍,metadata,627
628,Other,list3,👩🏽,metadata,628
629,US,list1,⁦test⁧,other,629
630,Mex,list3,$1.00,other,630
631,Other,list1,test⁠test‫,metadata,631
632,Other,list1,١٢٣,other,632
633,Mex,list1,👩🏽,other,633
634,Mex,list2,울란바토르,metadata,634
635,Mex,list3,åß∂ƒ©˙∆˚¬…æ,other,635
636,Other,list2,0/0,other,636
637,US,list1,Œ„´‰ˇÁ¨ˆØ∏”’,other,637
638,Other,list3,"__ﾛ(,_,*)",metadata,638
639,US,list2,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,metadata,639
640,Other,list2,田中さんにあげて下さい,metadata,640
641,US,list3,00˙Ɩ$-,other,641
642,US,list1,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,other,642
643,Mex,list1,1;DROP TABLE users,metadata,643
644,Other,list1,"""'""'""''''""",metadata,644
645,US,list1,-1E2,other,645
646,Mex,list1,1E2,other,646
647,Other,list2,,other,647
648,Other,list2,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,other,648
649,Mex,list2,<svg><script>0<1>alert('XSS')</script>,metadata,649
650,US,list2,﻿,metadata,650
651,Other,list3,1/2,metadata,651
652,US,list2,`⁄€‹›ﬁﬂ‡°·‚—±,other,652
653,Mex,list2,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",metadata,653
654,Mex,list2,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,654
655,Other,list1,␡,other,655
656,Other,list3,"""'""'""''''""",metadata,656
657,Mex,list1,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,657
658,US,list3,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,658
659,Mex,list3,null,metadata,659
660,Mex,list3,00˙Ɩ$-,other,660
661,US,list2,␡,other,661
662,Other,list3,⁦test⁧,other,662
663,Other,list2,-1/2,metadata,663
664,Mex,list1,1E02,metadata,664
665,US,list3,␢,metadata,665
666,Other,list1,᠎,metadata,666
667,US,list3,1.00,other,667
668,Other,list2,部落格,other,668
669,Other,list2,・(￣∀￣)・:*:,other,669
670,US,list3,nil,other,670
671,Other,list3,'',other,671
672,Mex,list2,1;DROP TABLE users,other,672
673,Mex,list1,0.00,metadata,673
674,US,list3,œ∑´®†¥¨ˆøπ“‘,other,674
675,US,list1,"__ﾛ(,_,*)",other,675
676,Mex,list2,$1.00,metadata,676
677,US,list2,NULL,metadata,677
678,US,list1,test⁠test‫,metadata,678
679,US,list1,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",metadata,679
680,Mex,list2,"""""",other,680
681,US,list3,-1E+02,metadata,681
682,Mex,list2,田中さんにあげて下さい,metadata,682
683,Other,list3,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,other,683
684,Mex,list1,-1,metadata,684
685,Other,list3,1E+02,metadata,685
686,US,list1,!@#$%^&*(),metadata,686
687,US,list2,"'""'",other,687
688,Mex,list1,　,metadata,688
689,Other,list1,␡,other,689
690,US,list3,1/0,metadata,690
691,Other,list1,1/2,other,691
692,Other,list2,1/2,other,692
693,Other,list3,1;DROP TABLE users,metadata,693
694,US,list1,1;DROP TABLE users,metadata,694
695,US,list1,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",metadata,695
696,US,list1,・(￣∀￣)・:*:,other,696
697,Other,list1,1.00,metadata,697
698,Other,list3,"""""",metadata,698
699,US,list3,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,other,699
700,US,list3,(╯°□°）╯︵ ┻━┻)  ,other,700
701,US,list3,-1/2,metadata,701
702,Mex,list2,$1.00,other,702
703,Other,list2,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,703
704,Other,list3,'',metadata,704
705,US,list3,¸˛Ç◊ı˜Â¯˘¿,metadata,705
706,Other,list3,00˙Ɩ$-,metadata,706
707,Mex,list3,‫test‫,metadata,707
708,US,list3,"""''''""'""",other,708
709,Other,list2,-1,other,709
710,Other,list3,00˙Ɩ$-,metadata,710
711,US,list1,١٢٣,metadata,711
712,Other,list2,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,712
713,Mex,list1,1;DROP TABLE users,metadata,713
714,Other,list3,1E+02,metadata,714
715,US,list1,œ∑´®†¥¨ˆøπ“‘,metadata,715
716,Other,list3,00˙Ɩ$-,other,716
717,Other,list1,-1/2,metadata,717
718,Mex,list3,<script>alert('hi')</script>,other,718
719,Other,list2,١٢٣,other,719
720,US,list1,"""",other,720
721,Mex,list2,1E02,metadata,721
722,Other,list2,1E2,other,722
723,Mex,list1,-1/2,metadata,723
724,Other,list1,울란바토르,metadata,724
725,Mex,list1,(｡◕ ∀ ◕｡),metadata,725
726,US,list2,(｡◕ ∀ ◕｡),metadata,726
727,Other,list1,(╯°□°）╯︵ ┻━┻)  ,other,727
728,Other,list2,0/0,other,728
729,Mex,list3,␣,metadata,729
730,Mex,list1,・(￣∀￣)・:*:,metadata,730
731,Other,list2,"""",metadata,731
732,US,list1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",other,732
733,Other,list1,-1,metadata,733
734,Mex,list3,␡,other,734
735,Other,list3,<svg><script>0<1>alert('XSS')</script>,other,735
736,Mex,list1,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,other,736
737,Mex,list3,¡™£¢∞§¶•ªº–≠,other,737
738,Mex,list3,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,other,738
739,Mex,list3,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,metadata,739
740,US,list1,‫test‫,metadata,740
741,Other,list3,"""",metadata,741
742,US,list3,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",metadata,742
743,Other,list1,"""''''""'""",metadata,743
744,Other,list2,田中さんにあげて下さい,other,744
745,Other,list1,😍,metadata,745
746,Mex,list2,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,746
747,Mex,list1,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },metadata,747
748,Other,list2, ,metadata,748
749,Other,list2,-1.00,other,749
750,Other,list2,｀ｨ(´∀｀∩,metadata,750
751,Mex,list1,1'; DROP TABLE users--,metadata,751
752,US,list3,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },other,752
753,Mex,list3,1;DROP TABLE users,other,753
754,Mex,list1,test⁠test‫,other,754
755,Other,list2, ,metadata,755
756,US,list1,(╯°□°）╯︵ ┻━┻)  ,metadata,756
757,Other,list1,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,other,757
758,Mex,list2,../../../../../../../../../../../etc/hosts,other,758
759,US,list2,-$1.00,metadata,759
760,Other,list3,1/0,metadata,760
761,Other,list1,"""''''""'""",other,761
762,Other,list1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",metadata,762
763,US,list3,',other,763
764,Mex,list3,-1E2,other,764
765,US,list2,0.00,other,765
766,Mex,list3,<img src=x onerror=alert('hi') />,metadata,766
767,US,list3,¡™£¢∞§¶•ªº–≠,metadata,767
768,US,list1,test⁠test‫,metadata,768
769,Mex,list3,​,metadata,769
770,US,list2,1/2,other,770
771,Mex,list3,"""''''""'""",metadata,771
772,Other,list1,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,metadata,772
773,Other,list3,　,other,773
774,Mex,list1,😍,metadata,774
775,US,list3,・(￣∀￣)・:*:,metadata,775
776,US,list2,"""'""'""''''""",other,776
777,US,list1,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,metadata,777
778,US,list2,(╯°□°）╯︵ ┻━┻)  ,metadata,778
779,Mex,list2,﻿,metadata,779
780,US,list1,/dev/null; touch /tmp/blns.fail ; echo,metadata,780
781,US,list2,1'; DROP TABLE users--,metadata,781
782,Mex,list3,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,metadata,782
783,US,list2,1;DROP TABLE users,metadata,783
784,Other,list3,-1/2,other,784
785,Mex,list2,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,metadata,785
786,Other,list2,1/2,metadata,786
787,Other,list1,$1.00,metadata,787
788,Other,list3,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,other,788
789,Other,list2,$1.00,other,789
790,Other,list3,👩🏽,other,790
791,Other,list3,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,metadata,791
792,US,list1,⁰⁴⁵,metadata,792
793,Other,list1,(╯°□°）╯︵ ┻━┻)  ,metadata,793
794,Mex,list1,1E2,metadata,794
795,Mex,list1,<img src=x onerror=alert('hi') />,metadata,795
796,Other,list2,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",metadata,796
797,Mex,list2,﻿,metadata,797
798,US,list2,,metadata,798
799,Mex,list2,᠎,metadata,799
800,US,list3,(╯°□°）╯︵ ┻━┻)  ,other,800
801,Other,list2,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,metadata,801
802,Mex,list1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",metadata,802
803,US,list3,Œ„´‰ˇÁ¨ˆØ∏”’,metadata,803
804,US,list1,¡™£¢∞§¶•ªº–≠,metadata,804
805,Other,list2,울란바토르,metadata,805
806,Other,list1,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,metadata,806
807,US,list2,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,other,807
808,Other,list3,⁦test⁧,metadata,808
809,Other,list2,　,other,809
810,US,list1,../../../../../../../../../../../etc/hosts,metadata,810
811,Mex,list2,0.00,metadata,811
812,US,list3,-1E02,other,812
813,Mex,list3,NIL,metadata,813
814,Other,list2,(｡◕ ∀ ◕｡),metadata,814
815,Mex,list3,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",other,815
816,Other,list2,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,metadata,816
817,US,list1,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,817
818,Mex,list1,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",metadata,818
819,US,list2,​,metadata,819
820,Mex,list3,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,metadata,820
821,US,list3,<script>alert('hi')</script>,other,821
822,US,list1,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,other,822
823,Other,list2,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,823
824,Mex,list3,¸˛Ç◊ı˜Â¯˘¿,other,824
825,US,list2,-1E+02,metadata,825
826,Mex,list3,"'""'",metadata,826
827,US,list1,﻿,other,827
828,US,list1,👩🏽,other,828
829,Other,list1,',other,829
830,Mex,list2,和製漢語,other,830
831,Other,list3,00˙Ɩ$-,metadata,831
832,US,list2,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",metadata,832
833,Mex,list1,null,metadata,833
834,US,list2,"""''''""'""",other,834
835,US,list2,・(￣∀￣)・:*:,other,835
836,Other,list1,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,other,836
837,US,list1,和製漢語,metadata,837
838,Other,list3,﻿,metadata,838
839,Mex,list3,1/0,other,839
840,Mex,list3,᠎,other,840
841,US,list2,NIL,metadata,841
842,Other,list2,　,metadata,842
843,Other,list2,١٢٣,other,843
844,Other,list2,¸˛Ç◊ı˜Â¯˘¿,metadata,844
845,US,list2,‪‪test‪,metadata,845
846,US,list3,⁦test⁧,metadata,846
847,Mex,list1,・(￣∀￣)・:*:,metadata,847
848,Mex,list3,Œ„´‰ˇÁ¨ˆØ∏”’,other,848
849,Other,list3,/dev/null; touch /tmp/blns.fail ; echo,metadata,849
850,Mex,list3,␡,metadata,850
851,Other,list3,$1.00,metadata,851
852,Other,list1,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,other,852
853,US,list2,<svg><script>0<1>alert('XSS')</script>,other,853
854,Other,list3,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,other,854
855,US,list3,1,metadata,855
856,Other,list3,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",metadata,856
857,Other,list2,-1E+02,other,857
858,Mex,list1,😍,metadata,858
859,US,list2,​,metadata,859
860,US,list1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",metadata,860
861,Mex,list3,åß∂ƒ©˙∆˚¬…æ,metadata,861
862,US,list3,test⁠test‫,metadata,862
863,Other,list2,null,metadata,863
864,Mex,list3,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,metadata,864
865,Mex,list1,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,other,865
866,US,list2,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,metadata,866
867,Other,list1,"""''''""'""",metadata,867
868,Mex,list3,-1E02,metadata,868
869,Other,list1,`⁄€‹›ﬁﬂ‡°·‚—±,metadata,869
870,US,list1,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,870
871,Other,list2,⁰⁴⁵,other,871
872,US,list3,部落格,other,872
873,US,list2,null,metadata,873
874,Other,list3,1;DROP TABLE users,metadata,874
875,Other,list2,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,metadata,875
876,Mex,list1,Ω≈ç√∫˜µ≤≥÷,other,876
877,Mex,list3,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,other,877
878,Mex,list2,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,metadata,878
879,Other,list2,사회과학원 어학연구소,other,879
880,Mex,list3,(╯°□°）╯︵ ┻━┻)  ,metadata,880
881,Other,list1,パーティーへ行かないか,other,881
882,Other,list2,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },other,882
883,Mex,list2,!@#$%^&*(),metadata,883
884,Mex,list3,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,metadata,884
885,US,list3,"__ﾛ(,_,*)",other,885
886,Mex,list2,',other,886
887,Mex,list1,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,metadata,887
888,Mex,list3,１２３,other,888
889,Other,list3,｀ｨ(´∀｀∩,other,889
890,US,list3,🐵 🙈 🙉 🙊,metadata,890
891,Mex,list1,1E02,metadata,891
892,Other,list2,NIL,other,892
893,US,list3,<img src=x onerror=alert('hi') />,metadata,893
894,Other,list3,() { 0; }; touch /tmp/blns.shellshock1.fail;,metadata,894
895,US,list2,社會科學院語學研究所,other,895
896,US,list1,¸˛Ç◊ı˜Â¯˘¿,other,896
897,Other,list2,١٢٣,other,897
898,US,list1,​,metadata,898
899,US,list1,,other,899
900,US,list3,社會科學院語學研究所,metadata,900
901,Other,list2,パーティーへ行かないか,other,901
902,US,list3,1/0,metadata,902
903,Mex,list3,-1/2,metadata,903
904,Mex,list1,-1E2,other,904
905,Mex,list3,1E2,metadata,905
906,US,list3,　,metadata,906
907,Other,list3,0/0,metadata,907
908,Other,list2,␡,metadata,908
909,Mex,list1,‪‪test‪,other,909
910,Other,list1,١٢٣,metadata,910
911,Mex,list2,<svg><script>0<1>alert('XSS')</script>,metadata,911
912,Mex,list2,-$1.00,other,912
913,US,list1,"""'""'""''''""",other,913
914,Mex,list1,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,metadata,914
915,Mex,list2,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,metadata,915
916,Mex,list1,1E2,other,916
917,Other,list1,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",other,917
918,Mex,list3,-1E2,metadata,918
919,Mex,list2,0/0,other,919
920,Other,list3,¡™£¢∞§¶•ªº–≠,metadata,920
921,US,list2,'',other,921
922,Mex,list3,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,metadata,922
923,Mex,list3,👩🏽,metadata,923
924,US,list3,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,metadata,924
925,Other,list1,‫test‫,other,925
926,US,list2,1;DROP TABLE users,other,926
927,US,list2,-1E+02,metadata,927
928,Other,list1,部落格,metadata,928
929,US,list3,1'; DROP TABLE users--,metadata,929
930,US,list3,田中さんにあげて下さい,metadata,930
931,Other,list2,・(￣∀￣)・:*:,metadata,931
932,Mex,list1,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,metadata,932
933,Other,list2,"'""'",metadata,933
934,Other,list2,사회과학원 어학연구소,metadata,934
935,Other,list1, test ,other,935
936,US,list3,NULL,metadata,936
937,Other,list3,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,metadata,937
938,Other,list1,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,metadata,938
939,Mex,list2,/dev/null; touch /tmp/blns.fail ; echo,other,939
940,US,list1,',metadata,940
941,Other,list2,﻿,other,941
942,US,list3,"__ﾛ(,_,*)",metadata,942
943,Mex,list3,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,metadata,943
944,US,list1,1E2,other,944
945,Other,list2,-$1.00,metadata,945
946,Mex,list2,"""'""'""''''""",metadata,946
947,US,list2,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,other,947
948,US,list1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",other,948
